4279365069673976,09-01,0,478,7743,2961,#电视剧香蜜沉沉烬如霜#独自倚栏，待得冷颜瘦。心依旧，泪沾衣袖，遥问伊知否？今晚19:30@江苏卫视@江苏卫视幸福剧场 等你~@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@夏志远远 @完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业@完美世界刘宁工作室 
4278801179298772,08-30,0,222,4064,1794,#都来品香蜜# 天帝天后相继离去，自己又被削去神籍，旭凤@邓伦 无家可归，向卞城王表示自己决意入魔，要与润玉@罗云熙Leo 一决高下！#旭凤成魔# #电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278459834805077,08-29,0,563,8322,2208,#都来品香蜜# 锦觅@杨紫 被润玉@罗云熙Leo 软禁，彦佑@廖劲锋Daniel 看望锦觅，为她带来了旭凤@邓伦 被削去神籍的消息。锦觅黯然神伤，独自感叹过去无忧无虑的时光，可时光难再回，往事不可追小葡萄的笑容要何时才能回来呢#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278458181807981,08-29,0,298,7091,3188,#都来品香蜜#  锦觅@杨紫 长跪润玉@罗云熙Leo ，央求润玉放过旭凤@邓伦，最后更体力不支晕倒。好心疼#电视剧香蜜沉沉烬如霜# #锦觅旭凤重逢# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278452808792788,08-29,0,998,9354,2180,#都来品香蜜# 润玉@罗云熙Leo 下令众将拿下旭凤@邓伦，此时锦觅@杨紫 冲进人群以身相护。“当初杀你的人是我，冤有头债有主，便冲我来吧！”“水神对天帝果真是用情至深，竟以性命相护，但不知道天帝对水神，是否也一般深情？”#电视剧香蜜沉沉烬如霜# #锦觅旭凤重逢# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278451810074897,08-29,0,352,4839,3078,#都来品香蜜# 旭凤@邓伦 回到天界祭拜父帝母神，与润玉@罗云熙Leo 对峙。“既然我能和锦觅联手杀你一次，也可以再杀你一次。”“记住你今日说的每一句话，我终会让你后悔！”#电视剧香蜜沉沉烬如霜# #锦觅旭凤重逢# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278277915102223,08-29,0,304,6186,1904,#电视剧香蜜沉沉烬如霜# #旭凤复活#从别后，忆相逢。几回魂梦与君同。今宵剩把银釭照，犹恐相逢是梦中。今晚19:30@江苏卫视@江苏卫视幸福剧场，#锦觅旭凤重逢#！@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业 ...全文
4278098659121729,08-28,0,863,7731,8288,#都来品香蜜# 润玉@罗云熙Leo 再次对锦觅@杨紫 表达爱意，锦觅却坦言自己心中只有旭凤@邓伦 ，润玉问锦觅若自己和旭凤一样，锦觅会不会拼死相救，锦觅坦言“会，那是我欠你的。”#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278076731013666,08-28,0,256,4508,1178,#都来品香蜜# 润玉@罗云熙Leo 来到魔界与卞城王@姚清仁 会面，希望卞城王为他在忘川之中寻找旭凤@邓伦 的元灵，鎏英@陈钰琪Yukee 出言讽刺，发誓自己绝对不做一丝一毫对不起旭凤之事，并讥讽润玉是背信弃义、不忠不孝的无耻之徒。#电视剧香蜜沉沉烬如霜#  电视剧香蜜沉沉烬如霜的秒拍视频 
4277734018599118,08-27,0,321,7671,2779,#都来品香蜜# 穗禾@王一菲Faye 表面上塑了一个假旭凤@邓伦 ，以此遮掩润玉@罗云熙Leo 等人视线，实则将旭凤藏于虞渊之中，耗费大量灵力以保旭凤形魄不散，并发誓定要寻找到九转金丹，复活旭凤。#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4277722349359598,08-27,0,239,5856,2707,#都来品香蜜# 锦觅@杨紫 告知润玉@罗云熙Leo 自己去了披香殿，查阅过魇兽的噬梦卷宗，发现有人将所思梦改成了所见梦，怀疑自己确实错杀了凤凰@邓伦 ，润玉同意帮助锦觅宣披香殿主事询问，结果却...............#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4277718810262939,08-27,0,583,5567,681,#都来品香蜜# 锦觅@杨紫 从魇兽吐出的梦境中发现了陨丹的存在，并且知道了润玉@罗云熙Leo 曾经修复过她，为了找寻陨丹的真相她来到花界询问长芳主@彭杨 ，陨丹这个终极反派的面目终于要被揭穿啦！#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4277371072815092,08-26,0,630,5957,8321,#都来品香蜜# 润玉@罗云熙Leo 和幻想中的旭凤@邓伦 对饮，忆起两个人曾经的美好童年记忆，这两兄弟已经回不去最初了！#电视剧香蜜沉沉烬如霜# #锦觅杀旭凤# 电视剧香蜜沉沉烬如霜的秒拍视频 
4277369445213167,08-26,0,465,6636,6196,#都来品香蜜# 润玉@罗云熙Leo 登上天帝之位之后探问天后@周海媚 ，告知旭凤@邓伦 已经身死的情况，天后大受刺激。“他将你视作手足至亲，旭凤何辜？”“旭凤是无辜的，我问你，我母何辜？锦觅何辜？那些千千万万的笠泽水族，他们何其无辜？”#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4277360268235762,08-26,0,1871,9816,7836,#都来品香蜜# 燎原君@张钧然先生 为了保护旭凤@邓伦 身死，旭凤愤怒之下准备用琉璃净火攻击润玉@罗云熙Leo 。此时一旁的锦觅@杨紫 受刺激想起水神、风神的惨死，用冰刃捅进了旭凤的后背！“你可曾，爱过我？”“从未！”#电视剧香蜜沉沉烬如霜# #锦觅杀旭凤# 电视剧香蜜沉沉烬如霜的秒拍视频 #凤凰被捅# 
4277357550289120,08-26,0,188,3451,1551,#都来品香蜜# 锦觅@杨紫 和润玉@罗云熙Leo 正在举行婚礼，旭凤@邓伦 突然出现！旭凤向天帝@何中华 禀明了润玉造反的计划，而且润玉的三方天将均已被他卸了甲。但这场叛乱真的能就此平息吗？紧张！#电视剧香蜜沉沉烬如霜# #锦觅杀旭凤# 电视剧香蜜沉沉烬如霜的秒拍视频 
4277354190717118,08-26,0,196,3802,1771,#都来品香蜜# 旭凤@邓伦 和润玉@罗云熙Leo 半夜对饮，各自表明自己的立场。“要么得到一切，要么失去一切，我已经忍耐得太久了。”“我再说最后一遍，除了锦觅，你什么都可拿走。”局势，一触即发！#电视剧香蜜沉沉烬如霜# #锦觅杀旭凤# 电视剧香蜜沉沉烬如霜的秒拍视频 
4277190746892653,08-26,0,1248,17299,5514,"#电视剧香蜜沉沉烬如霜# #灵修夫妇# 不知魂已断，空有梦相随。除却天边月，没人知。
今晚19:30 #锦觅杀旭凤# ，终迎各人命运转折点！? @杨紫@邓伦@罗云熙Leo@王一菲Faye@何中华 @完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业@完美世界刘宁工作室 "
4276828359830366,08-25,0,249,5590,2237,"#电视剧香蜜沉沉烬如霜# #香蜜拯救我的低血糖# 知我意，感君怜，此情须问天。香作穗，蜡成泪，还似两人心意。
今晚19:30@江苏卫视@江苏卫视幸福剧场  等你！? @杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业@完美世界刘宁工作室 "
4276643889001370,08-24,0,250,4295,5548,#都来品香蜜# 锦觅@杨紫 询问润玉@罗云熙Leo 水神之案的进展，并试探要是凶手会因为身份问题而逃脱惩罚......润玉答应锦觅一定要查出真凶，以后的路都会陪她一起走下去。#电视剧香蜜沉沉烬如霜# #水神风神殒身之谜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4276465971618711,08-24,0,273,5112,2303,#电视剧香蜜沉沉烬如霜# #香蜜拯救我的低血糖#?情深不觉人心恶，魂梦锦书何所托？欲笺心事空愁绪， 垂泪阑珊花易落。今晚19:30@江苏卫视@江苏卫视幸福剧场?，#水神风神殒身之谜#，众人陷谜局！@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博 ...全文
4276285767145011,08-23,0,417,5505,7549,#都来品香蜜# 锦觅@杨紫 终于醒来，被润玉@罗云熙Leo 告知是旭凤@邓伦 及时相救；穗禾@王一菲Faye 在旭凤@邓伦 面前把罪责推给暮辞@邹廷威 ，但旭凤却因为鎏英@陈钰琪Yukee 相信暮辞为人。#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4276284467205338,08-23,0,148,3868,1962,#都来品香蜜# 穗禾@王一菲Faye 和暮辞@邹廷威 埋伏在璇玑宫想偷袭润玉@罗云熙Leo ，没想到却碰上来送人参的锦觅@杨紫，穗禾逼迫暮辞对锦觅出手，暮辞在千钧一发之间念及鎏英@陈钰琪Yukee 不忍下手，此时旭凤@邓伦 此刻及时上线救下锦觅~紧张！#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4276283523798520,08-23,0,91,2867,1815,"#都来品香蜜# 穗禾@王一菲Faye 找到昏迷中的暮辞@邹廷威 ,命令他用灭灵箭杀死润玉@罗云熙Leo ，暮辞担心自己灵力消耗太过无法实现，穗禾却表示自己到时会帮助他。他们的计划能否实现呢？#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 "
4276282327389801,08-23,0,174,3061,3226,#都来品香蜜# 润玉@罗云熙Leo 和鸟族隐雀长老达成协议，以鸟族兵力布防图泄露为威胁，达成协议。润玉在鸟族面前为隐雀澄清，更把矛头直指穗禾@王一菲Faye 。穗禾的鸟族族长之位还能坐稳吗？ 电视剧香蜜沉沉烬如霜的秒拍视频 
4276271275582148,08-23,0,135,3566,1359,#都来品香蜜# 旭凤@邓伦 前来求见水神@王仁君国度 ，一来想探望锦觅@杨紫，二来想为天后@周海媚 请罪，但是水神却拒绝了他的请求旭凤和润玉@罗云熙Leo 二人为锦觅再次反唇相讥，矛盾再度升级~#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4276265420545516,08-23,0,136,3148,1384,#都来品香蜜# 润玉@罗云熙Leo 祭拜簌离@樊锦霖 ，下定决心要报仇。此时扑哧君@廖劲锋Daniel 上线，带来隐雀长老要带着鸟族叛出天界的消息，润玉分析局势，看来天界、魔界、鸟族都将要不太平了......#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4276103583678585,08-23,0,307,7348,3449,#电视剧香蜜沉沉烬如霜#?#香蜜拯救我的低血糖#?青烟翠雾罩轻盈，飞絮游丝无定。相见争如不见，有情何似无情。今晚19:30@江苏卫视@江苏卫视幸福剧场 ，虐心升级！@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业 ...全文
4275907881051313,08-22,0,432,5722,1408,#都来品香蜜# 锦觅@杨紫 拒见旭凤@邓伦，更向他表示已经答应和润玉@罗云熙Leo 的婚事。不知原因的旭凤对态度大变的锦觅难以理解......#电视剧香蜜沉沉烬如霜# “这天地之间，岂有我旭凤惧怕之物！要说唯一让我惧怕的，就是你的心思......&quot;陨丹，出来挨打！ 电视剧香蜜沉沉烬如霜的秒拍视频 
4275906799146619,08-22,0,119,3658,730,#都来品香蜜# 陨丹被修复后，再次失去情爱能力的锦觅@杨紫 对于自己和旭凤@邓伦 在凡间的感情产生了迷惑，再加上怀疑天后@周海媚 是杀死肉肉@付柔美琦 的凶手，小葡萄的脑容量已经爆炸了为了不让大家为难，锦觅最终答应了和润玉@罗云熙Leo 的婚事......#电视剧香蜜沉沉烬如霜#  ...全文
4275741195562463,08-22,0,341,7734,2216,#电视剧香蜜沉沉烬如霜# #香蜜拯救我的低血糖# 折花枝，恨花枝，准拟花开人共卮，开时人去时。怕相思，已相思，轮到相思没处辞，眉间露一丝。今晚19:30@江苏卫视@江苏卫视， 锦觅遇险？！@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博 ...全文
4275561071835713,08-21,0,1389,9072,7226,#都来品香蜜# 润玉@罗云熙Leo 在锦觅@杨紫 睡着的时候查看陨丹状况，发现果然碎裂了。润玉宁愿锦觅此生都不知道情为何物，谁都不爱，动手修复了陨丹......陨丹，这个终极反派，再次归位锦觅的体内。#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275559582376958,08-21,0,503,5219,2329,#都来品香蜜# 润玉@罗云熙Leo 对锦觅@杨紫 诉说自己的悲惨童年，锦觅用自己的身世对其安慰。润玉感叹前天夜里昙花开了却不能和锦觅一起欣赏，非常可惜。他欲亲近锦觅，锦觅却拒绝了......#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275554834803368,08-21,0,268,4335,2273,#都来品香蜜# 润玉@罗云熙Leo 翻查典籍，又想起锦觅@杨紫 以往对情爱异常的反应，想起自己曾经服下浮梦丹失去记忆，怀疑锦觅是否也在受某种控制。陨丹的存在要被发现了吗？#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275546236244537,08-21,0,119,4709,1458,#都来品香蜜# 锦觅@杨紫 小心翼翼询问洛霖@王仁君国度 ，婚约是否可以反悔。水神询问锦觅是否要解除和润玉@罗云熙Leo 的婚礼，锦觅因为润玉的生母刚去世而有所犹豫......这个局要怎么解呢~#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275545066329396,08-21,0,229,4521,1661,#都来品香蜜# 旭凤@邓伦 来找润玉@罗云熙Leo 喝酒，并表示要替天后@周海媚 赔罪。旭凤表示对天后给自己铺设的天帝之路从来都不敢兴趣，日后愿意追随兄长。他正式向润玉提出希望他能解除和锦觅@杨紫 的婚约，润玉会答应吗？#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275378807371975,08-21,0,524,8162,2492,#电视剧香蜜沉沉烬如霜# #锦觅旭凤灵修# 采莲无限兰桡女，笑指中流羡尔归；得成比目何辞死，愿作鸳鸯不羡仙。今晚19:30@江苏卫视@江苏卫视，合法灵修@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业 ...全文
4275195100895898,08-20,0,291,5607,4332,#都来品香蜜# 润玉@罗云熙Leo 为簌离之事大受打击，锦觅@杨紫 得知此事，更因为肉肉的事情感同身受对其安慰。润玉却觉得锦觅似乎和从前有点不一样了.......对于润玉提起的婚事，已经心有所属的锦觅会怎么回答呢#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275189959375393,08-20,0,732,6641,2982,#都来品香蜜# 天后@周海媚 给润玉@罗云熙Leo 两个选择，要么就跟洞庭湖划清界限，亲自掌刑，要么就带其受过，替亲生母亲赎罪。润玉表示愿意一力承担所有罪责，只求天后放过洞庭湖的无辜生灵#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275184494059430,08-20,0,140,3886,1124,#都来品香蜜# 润玉@罗云熙Leo 为洞庭湖三万多条生灵向天帝@何中华 求情，但是天帝却表示天后@周海媚 也是顺应天命行事，不应该破坏法度。揪心，还有谁能救这群无辜的生灵呢......#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4275060086439504,08-20,0,204,3409,500,#电视剧香蜜沉沉烬如霜# 温润如玉的夜神罗云熙今晚20:30将空降QQ看点翻牌互动啦～这次关闭虐恋模式，只撩你的少女心，快去围观网页链接 
4275016419707162,08-20,0,371,7471,1855,#电视剧香蜜沉沉烬如霜# #锦觅旭凤大婚殉葬# 重过阔门万事非，同来何事不同归？梧桐半死清霜后，白头鸳鸯失伴飞。今晚19:30@江苏卫视@江苏卫视 #锦觅旭凤大婚殉情#，催泪上映！@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视 ...全文
4274842775870291,08-19,0,425,7640,1258,#电视剧香蜜沉沉烬如霜# #都来品香蜜# 谁是香蜜的歌王？润玉@罗云熙Leo 、天帝@何中华 、邝露@杜雨宸-Bella 展开了激烈的竞争~你们猜最后谁获胜哇 电视剧香蜜沉沉烬如霜的秒拍视频 
4274815281565169,08-19,0,759,6098,2499,#都来品香蜜# 簌离@樊锦霖 让润玉@罗云熙Leo 悲痛万分，独自在璇玑宫落泪母亲的死，对润玉真的是太大的打击了......#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4274654027341945,08-19,0,581,7850,2318,#电视剧香蜜沉沉烬如霜# #香蜜拯救我的低血糖#努力爱春华，莫忘欢乐时。生当复来归，死当长相思。今晚19:30@江苏卫视@江苏卫视 备好纸巾看#锦觅旭凤诀别#@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业 ...全文
4274480396585527,08-18,0,1077,12238,2501,#电视剧香蜜沉沉烬如霜# #香香探蜜记# 摄影、画画、唱歌......所以还有什么是润玉@罗云熙Leo 不会的吗厉害了 电视剧香蜜沉沉烬如霜的秒拍视频 
4274460762961500,08-18,0,1902,10010,5493,#都来品香蜜#  天后@周海媚 在洞庭湖与簌离@樊锦霖 对峙，不顾润玉@罗云熙Leo 求情，杀死了簌离......失去至亲的小鱼仙倌要怎么承受这一切#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4274455725967033,08-18,0,128,4144,731,#都来品香蜜#  润玉@罗云熙Leo 回到洞庭湖，为儿时离开母亲，为长大之后怪罪母亲之事向簌离@樊锦霖 下跪认错。虽然母子二人并未相认，但簌离对自己亲生儿子的爱，相信所有人都可以看出并理解吧~#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4274336942603524,08-18,0,905,10124,1100,#电视剧香蜜沉沉烬如霜# #香香探蜜记# 什么！新版的白娘子传奇的阵容居然是他们？不不不，只是润玉@罗云熙Leo 和扑哧君@廖劲锋Daniel 的衣服有所相似而已啦 电视剧香蜜沉沉烬如霜的秒拍视频 
4274291639416375,08-18,0,337,7404,1550,#电视剧香蜜沉沉烬如霜#?#香蜜拯救我的低血糖#?明月灯窗下，顾影双双对；阑斜春庭月，离人照落花。今晚19:30@江苏卫视@江苏卫视幸福剧场 看#锦觅旭凤皮影吻#，最心动的告白来袭！@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视 ...全文
4274107530544967,08-17,0,454,6303,3274,#都来品香蜜# 润玉@罗云熙Leo 向邝露@杜雨宸-Bella 提起童年时候被剜龙角、拔龙鳞的痛苦经历，邝露心疼不已......#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4274096865095286,08-17,0,467,4156,1248,#都来品香蜜#  簌离@樊锦霖 身份正式揭晓！彦佑@廖劲锋Daniel 的干娘，居然就是润玉@罗云熙Leo 生母簌离 ！簌离一直暗中蓄力，对抗天后并谋害天后之子旭凤@邓伦 ，可面对润玉的凄凉质问，簌离却坚持不认自己的亲生骨肉，过往的真相究竟是什么？#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4274094595723153,08-17,0,138,3843,624,#都来品香蜜# 润玉@罗云熙Leo 与邝露@杜雨宸-Bella 来到洞庭湖，润玉似乎对这里的生活环境极为熟悉，童年的悲惨往事也被逐渐揭开。人家明明是条龙，为什么把人家当条鱼，龙生委实艰难#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
